"dex_number","name","jp_name","en_name","form_name","height","weight","type_1","type_2","body","catch_rate","specie","ability_1","ability_2","ability_hidden","ev_hp","ev_attack","ev_defence","ev_special_attack","ev_special_defence","ev_speed","exp_yield","exp_yield_gen_5","exp_lv_100","egg_group_1","egg_group_2","egg_cycle","hp","attack","defence","special_attack","special_defence","speed"
538,"投摔鬼","ナゲキ","Throh","","1.3","55.5","FIGHT","","HUMAN","45","柔道","毅力","精神力","破格",2,0,0,0,0,0,"163","",1000000,"HUMAN_LIKE","","20",120,100,85,30,85,45,"538#投摔鬼#"
539,"打击鬼","ダゲキ","Sawk","","1.4","51.0","FIGHT","","HUMAN","45","空手道","结实","精神力","破格",0,2,0,0,0,0,"163","",1000000,"HUMAN_LIKE","","20",75,125,75,30,75,85,"539#打击鬼#"
540,"虫宝包","クルミル","Sewaddle","","0.3","2.5","BUG","GRASS","BUG","255","裁缝","虫之预感","叶绿素","防尘",0,0,1,0,0,0,"62","",1059860,"BUG","","15",45,53,70,40,60,42,"540#虫宝包#"
541,"宝包茧","クルマユ","Swadloon","","0.5","7.3","BUG","GRASS","DUAL_HANDS","120","足不出叶","叶子防守","叶绿素","防尘",0,0,2,0,0,0,"133","",1059860,"BUG","","15",55,63,90,50,80,42,"541#宝包茧#"
542,"保姆虫","ハハコモリ","Leavanny","","1.2","20.5","BUG","GRASS","HUMAN","45","育儿","虫之预感","叶绿素","防尘",0,3,0,0,0,0,"221","",1059860,"BUG","","15",75,103,80,70,80,92,"542#保姆虫#"
543,"百足蜈蚣","フシデ","Venipede","","0.4","5.3","BUG","POISON","BUG","255","蜈蚣","毒刺","虫之预感","加速",0,0,1,0,0,0,"52","",1059860,"BUG","","15",30,45,59,30,39,57,"543#百足蜈蚣#"
544,"车轮球","ホイーガ","Whirlipede","","1.2","58.5","BUG","POISON","BALL","120","茧蜈蚣","毒刺","虫之预感","加速",0,0,2,0,0,0,"126","",1059860,"BUG","","15",40,55,99,40,79,47,"544#车轮球#"
545,"蜈蚣王","ペンドラー","Scolipede","","2.5","200.5","BUG","POISON","BUG","45","巨蜈蚣","毒刺","虫之预感","加速",0,0,0,0,0,3,"214","",1059860,"BUG","","15",60,100,89,55,69,112,"545#蜈蚣王#"
546,"木棉球","モンメン","Cottonee","","0.3","0.6","GRASS","FAIRY","BALL","190","棉球","恶作剧之心","穿透","叶绿素",0,0,0,0,0,1,"56","",1000000,"GRASS","FAIRY","20",40,27,60,37,50,66,"546#木棉球#"
547,"风妖精","エルフーン","Whimsicott","","0.7","6.6","GRASS","FAIRY","HUMAN","75","风隐","恶作剧之心","穿透","叶绿素",0,0,0,0,0,2,"168","",1000000,"GRASS","FAIRY","20",60,67,85,77,75,116,"547#风妖精#"
548,"百合根娃娃","チュリネ","Petilil","","0.5","6.6","GRASS","","PILLAR","190","根茎","叶绿素","我行我素","叶子防守",0,0,0,1,0,0,"56","",1000000,"GRASS","","20",45,35,50,70,50,30,"548#百合根娃娃#"
549,"裙儿小姐","ドレディア","Lilligant","裙儿小姐","1.1","16.3","GRASS","","PILLAR","75","花饰","叶绿素","我行我素","叶子防守",0,0,0,2,0,0,"168","",1000000,"GRASS","","20",70,60,75,110,75,90,"549#裙儿小姐#裙儿小姐#"
549,"裙儿小姐","ドレディア","Lilligant","洗翠裙儿小姐","1.2","19.2","GRASS","FIGHT","PILLAR","75","旋转","叶绿素","活力","叶子防守",0,0,0,2,0,0,"168","",1000000,"GRASS","","20",70,105,75,50,75,105,"549#裙儿小姐#洗翠裙儿小姐#"
550,"野蛮鲈鱼","バスラオ","Basculin","红条纹的样子","1.0","18.0","WATER","","FISH","25","粗暴","舍身","适应力","破格",0,0,0,0,0,2,"161","",1000000,"WATER_2","","40",70,92,65,80,55,98,"550#野蛮鲈鱼#红条纹的样子#"
550,"野蛮鲈鱼","バスラオ","Basculin","蓝条纹的样子","1.0","18.0","WATER","","FISH","25","粗暴","坚硬脑袋","适应力","破格",0,0,0,0,0,2,"161","",1000000,"WATER_2","","40",70,92,65,80,55,98,"550#野蛮鲈鱼#蓝条纹的样子#"
550,"野蛮鲈鱼","バスラオ","Basculin","白条纹的样子","1.0","18.0","WATER","","FISH","25","温厚","胆怯","适应力","破格",0,0,0,0,0,2,"161","",1000000,"WATER_2","","40",70,92,65,80,55,98,"550#野蛮鲈鱼#白条纹的样子#"
551,"黑眼鳄","メグロコ","Sandile","","0.7","15.2","GROUND","DARK","QUADRUPLE_FOOTS_MONSTER","180","沙漠鳄鱼","威吓","自信过度","愤怒穴位",0,1,0,0,0,0,"58","",1059860,"FIELD","","20",50,72,35,35,35,65,"551#黑眼鳄#"
552,"混混鳄","ワルビル","Krokorok","","1.0","33.4","GROUND","DARK","QUADRUPLE_FOOTS_MONSTER","90","沙漠鳄鱼","威吓","自信过度","愤怒穴位",0,2,0,0,0,0,"123","",1059860,"FIELD","","20",60,82,45,45,45,74,"552#混混鳄#"
553,"流氓鳄","ワルビアル","Krookodile","","1.5","96.3","GROUND","DARK","DUAL_FOOTS_MONSTER","45","威吓","威吓","自信过度","愤怒穴位",0,3,0,0,0,0,"229","",1059860,"FIELD","","20",95,117,80,65,70,92,"553#流氓鳄#"
554,"火红不倒翁","ダルマッカ","Darumaka","火红不倒翁","0.6","37.5","FIRE","","HUMAN","120","不倒翁","活力","","精神力",0,1,0,0,0,0,"63","",1059860,"FIELD","","20",70,90,45,15,45,50,"554#火红不倒翁#火红不倒翁#"
554,"火红不倒翁","ダルマッカ","Darumaka","伽勒尔火红不倒翁","0.7","40.0","ICE","","HUMAN","120","不倒翁","活力","","精神力",0,1,0,0,0,0,"63","",1059860,"FIELD","","20",70,90,45,15,45,50,"554#火红不倒翁#伽勒尔火红不倒翁#"
555,"达摩狒狒","ヒヒダルマ","Darmanitan","达摩狒狒<br>（普通模式）","1.3","92.9","FIRE","","QUADRUPLE_FOOTS_MONSTER","60","爆燃","强行","","达摩模式",0,2,0,0,0,0,"168","",1059860,"FIELD","","20",105,140,55,30,55,95,"555#达摩狒狒#达摩狒狒<br>（普通模式）#"
555,"达摩狒狒","ヒヒダルマ","Darmanitan","达摩狒狒<br>（达摩模式）","1.3","92.9","FIRE","PSYCHIC","QUADRUPLE_FOOTS_MONSTER","60","爆燃","达摩模式","","",0,0,0,2,0,0,"189","",1059860,"FIELD","","20",105,30,105,140,105,55,"555#达摩狒狒#达摩狒狒<br>（达摩模式）#"
555,"达摩狒狒","ヒヒダルマ","Darmanitan","伽勒尔达摩狒狒<br>（普通模式）","1.7","120.0","ICE","","QUADRUPLE_FOOTS_MONSTER","???","不倒翁","一猩一意","","达摩模式",0,2,0,0,0,0,"???","",1059860,"FIELD","","20",105,140,55,30,55,95,"555#达摩狒狒#伽勒尔达摩狒狒<br>（普通模式）#"
555,"达摩狒狒","ヒヒダルマ","Darmanitan","伽勒尔达摩狒狒<br>（达摩模式）","1.7","120.0","ICE","FIRE","QUADRUPLE_FOOTS_MONSTER","???","爆燃","达摩模式","","",0,0,0,2,0,0,"???","",1059860,"FIELD","","20",105,160,55,30,55,135,"555#达摩狒狒#伽勒尔达摩狒狒<br>（达摩模式）#"
556,"沙铃仙人掌","マラカッチ","Maractus","","1.0","28.0","GRASS","","PILLAR","255","仙人掌","储水","叶绿素","引水",0,0,0,2,0,0,"161","",1000000,"GRASS","","20",75,86,67,106,67,60,"556#沙铃仙人掌#"
557,"石居蟹","イシズマイ","Dwebble","","0.3","14.5","BUG","ROCK","BUG","190","石居","结实","硬壳盔甲","碎裂铠甲",0,0,1,0,0,0,"65","",1000000,"BUG","MINERAL","20",50,65,85,35,35,55,"557#石居蟹#"
558,"岩殿居蟹","イワパレス","Crustle","","1.4","200.0","BUG","ROCK","BUG","75","岩居","结实","硬壳盔甲","碎裂铠甲",0,0,2,0,0,0,"166","",1000000,"BUG","MINERAL","20",70,105,125,65,75,45,"558#岩殿居蟹#"
559,"滑滑小子","ズルッグ","Scraggy","","0.6","11.8","DARK","FIGHT","DUAL_FOOTS_MONSTER","180","蜕皮","蜕皮","自信过度","威吓",0,1,0,0,0,0,"70","",1000000,"FIELD","DRAGON","15",50,75,70,35,70,48,"559#滑滑小子#"
560,"头巾混混","ズルズキン","Scrafty","","1.1","30.0","DARK","FIGHT","DUAL_FOOTS_MONSTER","90","恶党","蜕皮","自信过度","威吓",0,0,1,0,1,0,"171","",1000000,"FIELD","DRAGON","15",65,90,115,45,115,58,"560#头巾混混#"
561,"象征鸟","シンボラー","Sigilyph","","1.4","14.0","PSYCHIC","FLYING","DUAL_WINGS","45","似鸟","奇迹皮肤","魔法防守","有色眼镜",0,0,0,2,0,0,"172","",1000000,"FLYING","","20",72,58,80,103,80,97,"561#象征鸟#"
562,"哭哭面具","デスマス","Yamask","哭哭面具","0.5","1.5","GHOST","","DUAL_HANDS","190","魂","木乃伊","","",0,0,1,0,0,0,"61","",1000000,"MINERAL","AMORPHOUS","25",38,30,85,55,65,30,"562#哭哭面具#哭哭面具#"
562,"哭哭面具","デスマス","Yamask","伽勒尔哭哭面具","0.5","1.5","GROUND","GHOST","DUAL_HANDS","190","魂","游魂","","",0,0,1,0,0,0,"61","",1000000,"MINERAL","AMORPHOUS","25",38,55,85,30,65,30,"562#哭哭面具#伽勒尔哭哭面具#"
563,"死神棺","デスカーン","Cofagrigus","","1.7","76.5","GHOST","","PILLAR","90","棺木","木乃伊","","",0,0,2,0,0,0,"169","",1000000,"MINERAL","AMORPHOUS","25",58,50,145,95,105,30,"563#死神棺#"
564,"原盖海龟","プロトーガ","Tirtouga","","0.7","16.5","WATER","ROCK","QUADRUPLE_FOOTS_MONSTER","45","古代龟","坚硬岩石","结实","悠游自如",0,0,1,0,0,0,"71","",1000000,"WATER_1","WATER_3","30",54,78,103,53,45,22,"564#原盖海龟#"
565,"肋骨海龟","アバゴーラ","Carracosta","","1.2","81.0","WATER","ROCK","DUAL_FOOTS_MONSTER","45","古代龟","坚硬岩石","结实","悠游自如",0,0,2,0,0,0,"173","",1000000,"WATER_1","WATER_3","30",74,108,133,83,65,32,"565#肋骨海龟#"
566,"始祖小鸟","アーケン","Archen","","0.5","9.5","ROCK","FLYING","DUAL_WINGS","45","远古鸟","软弱","","",0,1,0,0,0,0,"71","",1000000,"FLYING","WATER_3","30",55,112,45,74,45,70,"566#始祖小鸟#"
567,"始祖大鸟","アーケオス","Archeops","","1.4","32.0","ROCK","FLYING","DUAL_WINGS","45","远古鸟","软弱","","",0,2,0,0,0,0,"177","",1000000,"FLYING","WATER_3","30",75,140,65,112,65,110,"567#始祖大鸟#"
568,"破破袋","ヤブクロン","Trubbish","","0.6","31.0","POISON","","HUMAN","190","垃圾袋","恶臭","黏着","引爆",0,0,0,0,0,1,"66","",1000000,"MINERAL","","20",50,50,62,40,62,65,"568#破破袋#"
569,"灰尘山","ダストダス","Garbodor","灰尘山","1.9","107.3","POISON","","HUMAN","60","垃圾场","恶臭","碎裂铠甲","引爆",0,2,0,0,0,0,"166","",1000000,"MINERAL","","20",80,95,82,60,82,75,"569#灰尘山#灰尘山#"
569,"灰尘山","ダストダス","Garbodor","超极巨化的样子","21.0~??.?","???.?","POISON","","HUMAN","60","垃圾场","恶臭","碎裂铠甲","引爆",0,2,0,0,0,0,"166","",1000000,"MINERAL","","20",80,95,82,60,82,75,"569#灰尘山#超极巨化的样子#"
570,"索罗亚","ゾロア","Zorua","索罗亚","0.7","12.5","DARK","","QUADRUPLE_FOOTS_MONSTER","75","恶狐","幻觉","","",0,0,0,1,0,0,"66","",1059860,"FIELD","","25",40,65,40,80,40,65,"570#索罗亚#索罗亚#"
570,"索罗亚","ゾロア","Zorua","洗翠索罗亚","0.7","12.5","NORMAL","GHOST","QUADRUPLE_FOOTS_MONSTER","75","怨狐","幻觉","","",0,0,0,1,0,0,"66","",1059860,"FIELD","","25",35,60,40,85,40,70,"570#索罗亚#洗翠索罗亚#"
571,"索罗亚克","ゾロアーク","Zoroark","索罗亚克","1.6","81.1","DARK","","DUAL_FOOTS_MONSTER","45","妖狐","幻觉","","",0,0,0,2,0,0,"179","",1059860,"FIELD","","20",60,105,60,120,60,105,"571#索罗亚克#索罗亚克#"
571,"索罗亚克","ゾロアーク","Zoroark","洗翠索罗亚克","1.6","73.0","NORMAL","GHOST","DUAL_FOOTS_MONSTER","45","咒狐","幻觉","","",0,0,0,2,0,0,"179","",1059860,"FIELD","","20",55,100,60,125,60,110,"571#索罗亚克#洗翠索罗亚克#"
572,"泡沫栗鼠","チラーミィ","Minccino","","0.4","5.8","NORMAL","","QUADRUPLE_FOOTS_MONSTER","255","栗鼠","迷人之躯","技术高手","连续攻击",0,0,0,0,0,1,"60","",800000,"FIELD","","15",55,50,40,40,40,75,"572#泡沫栗鼠#"
573,"奇诺栗鼠","チラチーノ","Cinccino","","0.5","7.5","NORMAL","","QUADRUPLE_FOOTS_MONSTER","60","围巾","迷人之躯","技术高手","连续攻击",0,0,0,0,0,2,"165","",800000,"FIELD","","15",75,95,60,65,60,115,"573#奇诺栗鼠#"
574,"哥德宝宝","ゴチム","Gothita","","0.4","5.8","PSYCHIC","","HUMAN","200","凝视","察觉","好胜","踩影",0,0,0,0,1,0,"58","",1059860,"HUMAN_LIKE","","20",45,30,50,55,65,45,"574#哥德宝宝#"
575,"哥德小童","ゴチミル","Gothorita","","0.7","18.0","PSYCHIC","","HUMAN","100","操纵","察觉","好胜","踩影",0,0,0,0,2,0,"137","",1059860,"HUMAN_LIKE","","20",60,45,70,75,85,55,"575#哥德小童#"
576,"哥德小姐","ゴチルゼル","Gothitelle","","1.5","44.0","PSYCHIC","","HUMAN","50","天体","察觉","好胜","踩影",0,0,0,0,3,0,"221","",1059860,"HUMAN_LIKE","","20",70,55,95,95,110,65,"576#哥德小姐#"
577,"单卵细胞球","ユニラン","Solosis","","0.3","1.0","PSYCHIC","","BALL","200","细胞","防尘","魔法防守","再生力",0,0,0,1,0,0,"58","",1059860,"AMORPHOUS","","20",45,30,40,105,50,20,"577#单卵细胞球#"
578,"双卵细胞球","ダブラン","Duosion","","0.6","8.0","PSYCHIC","","BALL","100","分割","防尘","魔法防守","再生力",0,0,0,2,0,0,"130","",1059860,"AMORPHOUS","","20",65,40,50,125,60,30,"578#双卵细胞球#"
579,"人造细胞卵","ランクルス","Reuniclus","","1.0","20.1","PSYCHIC","","DUAL_HANDS","50","增幅","防尘","魔法防守","再生力",0,0,0,3,0,0,"221","",1059860,"AMORPHOUS","","20",110,65,75,125,85,30,"579#人造细胞卵#"
580,"鸭宝宝","コアルヒー","Ducklett","","0.5","5.5","WATER","FLYING","DUAL_WINGS","190","水鸟","锐利目光","健壮胸肌","湿润之躯",1,0,0,0,0,0,"61","",1000000,"WATER_1","FLYING","20",62,44,50,44,50,55,"580#鸭宝宝#"
581,"舞天鹅","スワンナ","Swanna","","1.3","24.2","WATER","FLYING","DUAL_WINGS","45","白鸟","锐利目光","健壮胸肌","湿润之躯",0,0,0,0,0,2,"166","",1000000,"WATER_1","FLYING","20",75,87,63,87,63,98,"581#舞天鹅#"
582,"迷你冰","バニプッチ","Vanillite","","0.4","5.7","ICE","","PILLAR","255","新雪","冰冻之躯","雪隐","碎裂铠甲",0,0,0,1,0,0,"61","",1250000,"MINERAL","","20",36,50,50,65,60,44,"582#迷你冰#"
583,"多多冰","バニリッチ","Vanillish","","1.1","41.0","ICE","","PILLAR","120","冰雪","冰冻之躯","雪隐","碎裂铠甲",0,0,0,2,0,0,"138","",1250000,"MINERAL","","20",51,65,65,80,75,59,"583#多多冰#"
584,"双倍多多冰","バイバニラ","Vanilluxe","","1.3","57.5","ICE","","BUNDLE","45","暴风雪","冰冻之躯","降雪","碎裂铠甲",0,0,0,3,0,0,"241","",1250000,"MINERAL","","20",71,95,85,110,95,79,"584#双倍多多冰#"
585,"四季鹿","シキジカ","Deerling","春天的样子","0.6","19.5","NORMAL","GRASS","QUADRUPLE_FOOTS_MONSTER","190","季节","叶绿素","食草","天恩",0,0,0,0,0,1,"67","",1000000,"FIELD","","20",60,60,50,40,50,75,"585#四季鹿#春天的样子#"
585,"四季鹿","シキジカ","Deerling","夏天的样子","0.6","19.5","NORMAL","GRASS","QUADRUPLE_FOOTS_MONSTER","190","季节","叶绿素","食草","天恩",0,0,0,0,0,1,"67","",1000000,"FIELD","","20",60,60,50,40,50,75,"585#四季鹿#夏天的样子#"
585,"四季鹿","シキジカ","Deerling","秋天的样子","0.6","19.5","NORMAL","GRASS","QUADRUPLE_FOOTS_MONSTER","190","季节","叶绿素","食草","天恩",0,0,0,0,0,1,"67","",1000000,"FIELD","","20",60,60,50,40,50,75,"585#四季鹿#秋天的样子#"
585,"四季鹿","シキジカ","Deerling","冬天的样子","0.6","19.5","NORMAL","GRASS","QUADRUPLE_FOOTS_MONSTER","190","季节","叶绿素","食草","天恩",0,0,0,0,0,1,"67","",1000000,"FIELD","","20",60,60,50,40,50,75,"585#四季鹿#冬天的样子#"
586,"萌芽鹿","メブキジカ","Sawsbuck","春天的样子","1.9","92.5","NORMAL","GRASS","QUADRUPLE_FOOTS_MONSTER","75","季节","叶绿素","食草","天恩",0,2,0,0,0,0,"166","",1000000,"FIELD","","20",80,100,70,60,70,95,"586#萌芽鹿#春天的样子#"
586,"萌芽鹿","メブキジカ","Sawsbuck","夏天的样子","1.9","92.5","NORMAL","GRASS","QUADRUPLE_FOOTS_MONSTER","75","季节","叶绿素","食草","天恩",0,2,0,0,0,0,"166","",1000000,"FIELD","","20",80,100,70,60,70,95,"586#萌芽鹿#夏天的样子#"
586,"萌芽鹿","メブキジカ","Sawsbuck","秋天的样子","1.9","92.5","NORMAL","GRASS","QUADRUPLE_FOOTS_MONSTER","75","季节","叶绿素","食草","天恩",0,2,0,0,0,0,"166","",1000000,"FIELD","","20",80,100,70,60,70,95,"586#萌芽鹿#秋天的样子#"
586,"萌芽鹿","メブキジカ","Sawsbuck","冬天的样子","1.9","92.5","NORMAL","GRASS","QUADRUPLE_FOOTS_MONSTER","75","季节","叶绿素","食草","天恩",0,2,0,0,0,0,"166","",1000000,"FIELD","","20",80,100,70,60,70,95,"586#萌芽鹿#冬天的样子#"
587,"电飞鼠","エモンガ","Emolga","","0.4","5.0","ELECTRIC","FLYING","QUADRUPLE_FOOTS_MONSTER","200","飞鼠","静电","","电气引擎",0,0,0,0,0,2,"150","",1000000,"FIELD","","20",55,75,60,75,60,103,"587#电飞鼠#"
588,"盖盖虫","カブルモ","Karrablast","","0.5","5.9","BUG","","HUMAN","200","啃咬","虫之预感","蜕皮","无防守",0,1,0,0,0,0,"63","",1000000,"BUG","","15",50,75,45,40,45,60,"588#盖盖虫#"
589,"骑士蜗牛","シュバルゴ","Escavalier","","1.0","33.0","BUG","STEEL","DUAL_HANDS","75","骑兵","虫之预感","硬壳盔甲","防尘",0,2,0,0,0,0,"173","",1000000,"BUG","","15",70,135,105,60,105,20,"589#骑士蜗牛#"
590,"哎呀球菇","タマゲタケ","Foongus","","0.2","1.0","GRASS","POISON","DUAL_HANDS","190","蘑菇","孢子","","再生力",1,0,0,0,0,0,"59","",1000000,"GRASS","","20",69,55,45,55,55,15,"590#哎呀球菇#"
591,"败露球菇","モロバレル","Amoonguss","","0.6","10.5","GRASS","POISON","DUAL_HANDS","75","蘑菇","孢子","","再生力",2,0,0,0,0,0,"162","",1000000,"GRASS","","20",114,85,70,85,80,30,"591#败露球菇#"
592,"轻飘飘","プルリル","Frillish","","1.2","33.0","WATER","GHOST","TENTACLE","190","漂浮","储水","诅咒之躯","湿气",0,0,0,0,1,0,"67","",1000000,"AMORPHOUS","","20",55,40,50,65,85,40,"592#轻飘飘#"
593,"胖嘟嘟","ブルンゲル","Jellicent","","2.2","135.0","WATER","GHOST","TENTACLE","60","漂浮","储水","诅咒之躯","湿气",0,0,0,0,2,0,"168","",1000000,"AMORPHOUS","","20",100,60,70,85,105,60,"593#胖嘟嘟#"
594,"保姆曼波","ママンボウ","Alomomola","","1.2","31.6","WATER","","FISH","75","看护","治愈之心","湿润之躯","再生力",2,0,0,0,0,0,"165","",800000,"WATER_1","WATER_2","40",165,75,80,40,45,65,"594#保姆曼波#"
595,"电电虫","バチュル","Joltik","","0.1","0.6","BUG","ELECTRIC","BUG","190","吸附","复眼","紧张感","虫之预感",0,0,0,0,0,1,"64","",1000000,"BUG","","20",50,47,50,57,50,65,"595#电电虫#"
596,"电蜘蛛","デンチュラ","Galvantula","","0.8","14.3","BUG","ELECTRIC","BUG","75","电蜘蛛","复眼","紧张感","虫之预感",0,0,0,0,0,2,"165","",1000000,"BUG","","20",70,77,60,97,60,108,"596#电蜘蛛#"
597,"种子铁球","テッシード","Ferroseed","","0.6","18.8","GRASS","STEEL","BALL","255","刺果","铁刺","","铁刺",0,0,1,0,0,0,"61","",1000000,"GRASS","MINERAL","20",44,50,91,24,86,10,"597#种子铁球#"
598,"坚果哑铃","ナットレイ","Ferrothorn","","1.0","110.0","GRASS","STEEL","TENTACLE","90","刺球","铁刺","","危险预知",0,0,2,0,0,0,"171","",1000000,"GRASS","MINERAL","20",74,94,131,54,116,20,"598#坚果哑铃#"
599,"齿轮儿","ギアル","Klink","","0.3","21.0","STEEL","","BUNDLE","130","齿轮","正电","负电","恒净之躯",0,0,1,0,0,0,"60","",1059860,"MINERAL","","20",40,55,70,45,60,30,"599#齿轮儿#"
600,"齿轮组","ギギアル","Klang","","0.6","51.0","STEEL","","BUNDLE","60","齿轮","正电","负电","恒净之躯",0,0,2,0,0,0,"154","",1059860,"MINERAL","","20",60,80,95,70,85,50,"600#齿轮组#"
601,"齿轮怪","ギギギアル","Klinklang","","0.6","81.0","STEEL","","BUNDLE","30","齿轮","正电","负电","恒净之躯",0,0,3,0,0,0,"234","",1059860,"MINERAL","","20",60,100,115,70,85,90,"601#齿轮怪#"
602,"麻麻小鱼","シビシラス","Tynamo","","0.2","0.3","ELECTRIC","","FISH","190","电鱼","飘浮","","",0,0,0,0,0,1,"55","",1250000,"AMORPHOUS","","20",35,55,40,45,40,60,"602#麻麻小鱼#"
603,"麻麻鳗","シビビール","Eelektrik","","1.2","22.0","ELECTRIC","","FISH","60","电鱼","飘浮","","",0,2,0,0,0,0,"142","",1250000,"AMORPHOUS","","20",65,85,70,75,70,40,"603#麻麻鳗#"
604,"麻麻鳗鱼王","シビルドン","Eelektross","","2.1","80.5","ELECTRIC","","FISH","30","电鱼","飘浮","","",0,3,0,0,0,0,"232","",1250000,"AMORPHOUS","","20",85,115,80,105,80,50,"604#麻麻鳗鱼王#"
605,"小灰怪","リグレー","Elgyem","","0.5","9.0","PSYCHIC","","DUAL_FOOTS_MONSTER","255","脑","心灵感应","同步","分析",0,0,0,1,0,0,"67","",1000000,"HUMAN_LIKE","","20",55,55,55,85,55,30,"605#小灰怪#"
606,"大宇怪","オーベム","Beheeyem","","1.0","34.5","PSYCHIC","","HUMAN","90","脑","心灵感应","同步","分析",0,0,0,2,0,0,"170","",1000000,"HUMAN_LIKE","","20",75,75,75,125,95,40,"606#大宇怪#"
607,"烛光灵","ヒトモシ","Litwick","","0.3","3.1","GHOST","FIRE","PILLAR","190","蜡烛","引火","火焰之躯","踩影穿透",0,0,0,1,0,0,"55","",1059860,"AMORPHOUS","","20",50,30,55,65,55,20,"607#烛光灵#"
608,"灯火幽灵","ランプラー","Lampent","","0.6","13.0","GHOST","FIRE","DUAL_HANDS","90","油灯","引火","火焰之躯","踩影穿透",0,0,0,2,0,0,"130","",1059860,"AMORPHOUS","","20",60,40,60,95,60,55,"608#灯火幽灵#"
609,"水晶灯火灵","シャンデラ","Chandelure","","1.0","34.3","GHOST","FIRE","DUAL_HANDS","45","引诱","引火","火焰之躯","踩影穿透",0,0,0,3,0,0,"234","",1059860,"AMORPHOUS","","20",60,55,90,145,90,80,"609#水晶灯火灵#"
610,"牙牙","キバゴ","Axew","","0.6","18.0","DRAGON","","DUAL_FOOTS_MONSTER","75","牙","斗争心","破格","紧张感",0,1,0,0,0,0,"64","",1250000,"MONSTER","DRAGON","40",46,87,60,30,40,57,"610#牙牙#"
611,"斧牙龙","オノンド","Fraxure","","1.0","36.0","DRAGON","","DUAL_FOOTS_MONSTER","60","颚斧","斗争心","破格","紧张感",0,2,0,0,0,0,"144","",1250000,"MONSTER","DRAGON","40",66,117,70,40,50,67,"611#斧牙龙#"
